"","lab_number","sample_code","year","site","plot","top","bottom","pH","bray_p","olsen_p","total_carbon","inorganic_carbon","total_p","lead","bulk_density","ksat","k","loi_om","depth_increment_height","dry_mass","radius"
"2054",2054,"32.096.40",2020,32,96,20,40,7.1,78,NA,0.59,NA,NA,16,0.823852390227163,NA,44,1,20,57.07,1.05
"2055",2055,"32.096.60",2020,32,96,40,60,6.9,80,NA,0.472,NA,NA,5.5,1.56801904023961,NA,59,0.8,20,108.62,1.05
"2056",2056,"32.096.80",2020,32,96,60,80,6.9,70,NA,0.354,NA,NA,0,1.50536757057804,NA,46,0.6,20,104.28,1.05
"2057",2057,"32.096.100",2020,32,96,80,100,6.7,48,NA,0.236,NA,NA,0,1.34931632932421,NA,46,0.4,20,93.47,1.05
"2058",2058,"33.097.10",2020,33,97,0,10,6.2,40,NA,1.534,NA,NA,13,3.38173577947459,NA,52,2.6,10,117.13,1.05
"2059",2059,"33.097.20",2020,33,97,10,20,6.6,36,NA,1.003,NA,NA,0,3.6947044113324,NA,32,1.7,10,127.97,1.05
"2060",2060,"33.097.40",2020,33,97,20,40,7.3,32,NA,0.649,NA,NA,0,1.08456334462531,NA,20,1.1,20,75.13,1.05
"2061",2061,"33.097.60",2020,33,97,40,60,7.4,26,NA,0.767,NA,NA,0,1.2891189494881,NA,15,1.3,20,89.3,1.05
"2062",2062,"33.097.80",2020,33,97,60,80,7.7,25,8,0.649,NA,NA,0,1.48010488119837,NA,16.5,1.1,20,102.53,1.05
"2063",2063,"33.097.100",2020,33,97,80,100,7.6,22,7,0.708,NA,NA,0,1.6259066884753,NA,18,1.2,20,112.63,1.05
"2064",2064,"33.098.10",2020,33,98,0,10,7.2,85,NA,6.49,NA,NA,108.5,1.30846295164167,NA,212,11,10,45.32,1.05
"2065",2065,"33.098.20",2020,33,98,10,20,7.2,88,NA,5.9885,NA,NA,110.5,3.31330998081196,NA,197,10.15,10,114.76,1.05
"2066",2066,"33.098.40",2020,33,98,20,40,7.3,69,NA,1.593,NA,NA,23,1.21737291164984,NA,113,2.7,20,84.33,1.05
"2067",2067,"33.098.60",2020,33,98,40,60,7.6,36,15,0.649,NA,NA,0,1.74312556719695,NA,45,1.1,20,120.75,1.05
"2068",2068,"33.098.80",2020,33,98,60,80,7.5,38,16,0.826,NA,NA,0,1.67758693303484,NA,77,1.4,20,116.21,1.05
"2069",2069,"33.098.100",2020,33,98,80,100,7.6,32,12,0.59,NA,NA,0,1.8495175790416,NA,42,1,20,128.12,1.05
"2070",2070,"33.099.10",2020,33,99,0,10,7.2,84,NA,6.018,NA,NA,56,2.64666369763883,NA,148,10.2,10,91.67,1.05
"2071",2071,"33.099.20",2020,33,99,10,20,7.3,62,NA,2.773,NA,NA,13,3.31937302626308,NA,74,4.7,10,114.97,1.05
"2072",2072,"33.099.40",2020,33,99,20,40,7.4,60,NA,2.242,NA,NA,13,1.7211831169929,NA,82,3.8,20,119.23,1.05
"2073",2073,"33.099.60",2020,33,99,40,60,7.4,50,NA,1.829,NA,NA,28.5,1.39608839423285,NA,104,3.1,20,96.71,1.05
"2074",2074,"33.099.80",2020,33,99,60,80,7.5,52,23,1.593,NA,NA,17,1.90711651082724,NA,119,2.7,20,132.11,1.05
"2075",2075,"33.099.100",2020,33,99,80,100,7.6,34,18,0.826,NA,NA,4,1.86164366994384,NA,60,1.4,20,128.96,1.05
"2076",2076,"34.100.10",2020,34,100,0,10,6,75,NA,3.422,NA,NA,239,2.50115060681195,NA,151,5.8,10,86.63,1.05
"2077",2077,"34.100.20",2020,34,100,10,20,6.2,74,NA,2.242,NA,NA,96.5,2.45293495965305,NA,79,3.8,10,84.96,1.05
"2078",2078,"34.100.40",2020,34,100,20,40,6.3,46,NA,1.652,NA,NA,61,1.2479768553555,NA,92,2.8,20,86.45,1.05
"2079",2079,"34.100.60",2020,34,100,40,60,6.5,32,NA,1.239,NA,NA,31,1.03966793664202,NA,86,2.1,20,72.02,1.05
"2080",2080,"34.100.80",2020,34,100,60,80,7.1,27,NA,0.885,NA,NA,11.5,1.1440389333363,NA,76,1.5,20,79.25,1.05
"2081",2081,"34.100.100",2020,34,100,80,100,6.9,37,NA,0.885,NA,NA,6,1.37371286935372,NA,77,1.5,20,95.16,1.05
"2082",2082,"34.101.10",2020,34,101,0,10,7.1,95,NA,3.304,NA,NA,239.5,2.45697698995379,NA,219,5.6,10,85.1,1.05
"2083",2083,"34.101.20",2020,34,101,10,20,7.1,98,NA,2.773,NA,NA,222,2.72172997465269,NA,234,4.7,10,94.27,1.05
"2084",2084,"34.101.40",2020,34,101,20,40,7.2,105.5,NA,3.186,NA,NA,158.5,1.15212299393779,NA,213,5.4,20,79.81,1.05
"2085",2085,"34.101.60",2020,34,101,40,60,7.3,94,NA,2.301,NA,NA,136,1.0162819041877,NA,169,3.9,20,70.4,1.05
"2086",2086,"34.101.80",2020,34,101,60,80,7.3,115,NA,2.596,NA,NA,96,1.14389457511127,NA,178,4.4,20,79.24,1.05
"2087",2087,"34.101.100",2020,34,101,80,100,7.3,95,NA,1.829,NA,NA,35,1.09293612167686,NA,111,3.1,20,75.71,1.05
"2088",2088,"34.102.10",2020,34,102,0,10,6.4,60,NA,2.891,NA,NA,276,3.03007914330964,NA,197,4.9,10,104.95,1.05
"2089",2089,"34.102.20",2020,34,102,10,20,6.4,62,NA,2.065,NA,NA,290,2.74742573870744,NA,145,3.5,10,95.16,1.05
"2090",2090,"34.102.40",2020,34,102,20,40,6.8,53,NA,1.475,NA,NA,134,1.0552586249449,NA,108,2.5,20,73.1,1.05
"2091",2091,"34.102.60",2020,34,102,40,60,7,42,NA,0.885,NA,NA,25.5,1.22704491272663,NA,72,1.5,20,85,1.05
"2092",2092,"34.102.80",2020,34,102,60,80,6.8,37,NA,0.885,NA,NA,16.5,0.91956189341984,NA,93,1.5,20,63.7,1.05
"2093",2093,"34.102.100",2020,34,102,80,100,6.7,36,NA,0.944,NA,NA,21,1.22170365840064,NA,92,1.6,20,84.63,1.05
"2094",2094,"35.103.10",2020,35,103,0,10,6.9,30,NA,3.776,NA,NA,134.5,2.15959904639887,NA,153,6.4,10,74.8,1.05
"2095",2095,"35.103.20",2020,35,103,10,20,6.8,39,NA,3.599,NA,NA,103,2.28750043377249,NA,177,6.1,10,79.23,1.05
"2096",2096,"35.103.40",2020,35,103,20,40,7,40,NA,1.888,NA,NA,56.5,0.977160825205478,NA,55,3.2,20,67.69,1.05
"2097",2097,"35.103.60",2020,35,103,40,60,6.8,34,NA,1.298,NA,NA,24,1.19802890949627,NA,48,2.2,20,82.99,1.05
"2098",2098,"35.103.80",2020,35,103,60,80,6.7,25,NA,0.885,NA,NA,15.5,1.23599512267828,NA,41,1.5,20,85.62,1.05
"2099",2099,"35.103.100",2020,35,103,80,100,7,18,NA,0.236,NA,NA,3,1.51359598940456,NA,22,0.4,20,104.85,1.05
"2100",2100,"35.104.10",2020,35,104,0,10,7,95,NA,3.304,NA,NA,74.5,2.27855022382084,NA,117,5.6,10,78.92,1.05
"2101",2101,"35.104.20",2020,35,104,10,20,7.3,96,NA,2.124,NA,NA,176.5,2.15036011999716,NA,101,3.6,10,74.48,1.05
"2102",2102,"35.104.40",2020,35,104,20,40,7.6,75,26,1.475,NA,NA,151.5,1.56830775668966,NA,58,2.5,20,108.64,1.05
"2103",2103,"35.104.60",2020,35,104,40,60,7.6,166,88,1.475,NA,NA,33.5,1.24783249713047,NA,106,2.5,20,86.44,1.05
"2104",2104,"35.104.80",2020,35,104,60,80,7.6,190,87,1.593,NA,NA,112.5,1.15876347228902,NA,91,2.7,20,80.27,1.05
"2105",2105,"35.104.100",2020,35,104,80,100,7.6,167,103,0.944,NA,NA,31.5,0.994628170433704,NA,135,1.6,20,68.9,1.05
"2106",2106,"35.105.10",2020,35,105,0,10,7.1,121,NA,3.953,NA,NA,129.5,2.41655668694633,NA,126,6.7,10,83.7,1.05
"2107",2107,"35.105.20",2020,35,105,10,20,7.2,131,NA,2.832,NA,NA,165,2.35881339693566,NA,113,4.8,10,81.7,1.05
"2108",2108,"35.105.40",2020,35,105,20,40,7.5,103,49,1.77,NA,NA,156.5,0.923748281945613,NA,72,3,20,63.99,1.05
"2109",2109,"35.105.60",2020,35,105,40,60,7.5,158,73,1.121,NA,NA,142.5,1.24061458587914,NA,96,1.9,20,85.94,1.05
"2110",2110,"35.105.80",2020,35,105,60,80,7.5,103,20,0.826,NA,NA,33.5,1.29171739753858,NA,99,1.4,20,89.48,1.05
"2111",2111,"35.105.100",2020,35,105,80,100,7.7,58,31,0.295,NA,NA,15.5,1.58115563871703,NA,37,0.5,20,109.53,1.05
"2112",2112,"36.106.10",2020,36,106,0,10,6.7,46,NA,2.95,NA,NA,106.5,2.9827296455009,NA,87,5,10,103.31,1.05
"2113",2113,"36.106.20",2020,36,106,10,20,6.8,64,NA,2.065,NA,NA,125.5,2.94952725374477,NA,68,3.5,10,102.16,1.05
"2114",2114,"36.106.40",2020,36,106,20,40,6.9,64,NA,1.652,NA,NA,77,1.50998703377889,NA,67,2.8,20,104.6,1.05
"2115",2115,"36.106.60",2020,36,106,40,60,6.6,57,NA,3.068,NA,NA,107.5,0.774914951943124,NA,163,5.2,20,53.68,1.05
"2116",2116,"36.106.80",2020,36,106,60,80,7,44,NA,0.944,NA,NA,30,0.760479129440458,NA,51,1.6,20,52.68,1.05
"2117",2117,"36.106.100",2020,36,106,80,100,NA,NA,NA,NA,NA,NA,11.5,0.370856280093496,NA,NA,NA,20,25.69,1.05
"2118",2118,"36.107.10",2020,36,107,0,10,6.9,100,NA,3.835,NA,NA,183.5,3.16317742678423,NA,138,6.5,10,109.56,1.05
"2119",2119,"36.107.20",2020,36,107,10,20,6.8,88,NA,3.009,NA,NA,183,3.26855893105369,NA,129,5.1,10,113.21,1.05
"2120",2120,"36.107.40",2020,36,107,20,40,6.8,61,NA,2.006,NA,NA,103.5,1.11646651235621,NA,90,3.4,20,77.34,1.05
"2121",2121,"36.107.60",2020,36,107,40,60,6.8,33,NA,1.239,NA,NA,36.5,0.825584688927482,NA,49,2.1,20,57.19,1.05
"2122",2122,"36.107.80",2020,36,107,60,80,6.7,25,NA,0.708,NA,NA,14.5,1.37804361610452,NA,62,1.2,20,95.46,1.05
"2123",2123,"36.107.100",2020,36,107,80,100,6.7,26,NA,0.531,NA,NA,5,1.08254232947494,NA,49,0.9,20,74.99,1.05
"2124",2124,"36.108.10",2020,36,108,0,10,6.9,135,NA,3.776,NA,NA,241,2.83692783822397,NA,592,6.4,10,98.26,1.05
"2125",2125,"36.108.20",2020,36,108,10,20,6.9,140,NA,2.478,NA,NA,195,3.22409659774548,NA,348,4.2,10,111.67,1.05
"2126",2126,"36.108.40",2020,36,108,20,40,6.9,110,NA,1.534,NA,NA,49,0.768274473591897,NA,248,2.6,20,53.22,1.05
"2127",2127,"36.108.60",2020,36,108,40,60,NA,NA,NA,NA,NA,NA,42,0.404058671849628,NA,NA,NA,20,27.99,1.05
"2128",2128,"36.108.80",2020,36,108,60,80,7,77,NA,0.767,NA,NA,15.5,0.801188148897977,NA,188,1.3,20,55.5,1.05
"2129",2129,"36.108.100",2020,36,108,80,100,6.9,41,NA,0.767,NA,NA,47,1.28709793433772,NA,141,1.3,20,89.16,1.05
"2130",2130,"37.109.10",2020,37,109,0,10,7.3,116,NA,6.7555,NA,NA,28,2.35852468048561,NA,195.5,11.45,10,81.69,1.05
"2131",2131,"37.109.20",2020,37,109,10,20,7.2,117,NA,4.484,NA,NA,35.5,2.97031483814861,NA,153,7.6,10,102.88,1.05
"2132",2132,"37.109.40",2020,37,109,20,40,7.6,91,23,1.475,NA,NA,0,1.24393482505475,NA,107,2.5,20,86.17,1.05
"2133",2133,"37.109.60",2020,37,109,40,60,7.7,59,8,0.944,NA,NA,0,0.802631731148243,NA,82,1.6,20,55.6,1.05
"2134",2134,"37.109.80",2020,37,109,60,80,8,19,16,0.354,NA,NA,0,1.26486676768362,NA,42,0.6,20,87.62,1.05
"2135",2135,"37.109.100",2020,37,109,80,100,7.8,25,6,0.59,NA,NA,0,1.67340054450907,NA,51,1,20,115.92,1.05
"2136",2136,"37.110.10",2020,37,110,0,10,6.4,97,NA,4.661,NA,NA,99.5,1.49093174807537,NA,170,7.9,10,51.64,1.05
"2137",2137,"37.110.20",2020,37,110,10,20,6.4,80,NA,2.891,NA,NA,80.5,2.52222690766585,NA,78,4.9,10,87.36,1.05
"2138",2138,"37.110.40",2020,37,110,20,40,6.6,53,NA,2.183,NA,NA,63.5,0.897763801440814,NA,70,3.7,20,62.19,1.05
"2139",2139,"37.110.60",2020,37,110,40,60,NA,NA,NA,NA,NA,NA,22,0.628102637091008,NA,NA,NA,20,43.51,1.05
"2140",2140,"37.110.80",2020,37,110,60,80,NA,NA,NA,NA,NA,NA,15,0.415896046301814,NA,NA,NA,20,28.81,1.05
"2141",2141,"37.110.100",2020,37,110,80,100,7.8,16,12,0.295,NA,NA,0,1.84359889181551,NA,32,0.5,20,127.71,1.05
"2142",2142,"37.111.10",2020,37,111,0,10,7.5,81,42,4.307,NA,NA,28,1.99012249021757,NA,82,7.3,10,68.93,1.05
"2143",2143,"37.111.20",2020,37,111,10,20,NA,NA,NA,NA,NA,NA,16,1.36418522650196,NA,NA,NA,10,47.25,1.05
"2144",2144,"37.111.40",2020,37,111,20,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,1.05
"2145",2145,"37.111.60",2020,37,111,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,1.05
"2146",2146,"37.111.80",2020,37,111,60,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,1.05
"2147",2147,"37.111.100",2020,37,111,80,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,1.05
"2148",2148,"38.112.10",2020,38,112,0,10,6.6,92,NA,4.307,NA,NA,62.5,1.82411053143691,NA,303,7.3,10,63.18,1.05
"2149",2149,"38.112.20",2020,38,112,10,20,6.5,165,NA,4.838,NA,NA,80,1.14302842576111,NA,269,8.2,10,39.59,1.05
"2150",2150,"38.112.40",2020,38,112,20,40,6.8,189,NA,2.655,NA,NA,40,0.618863710689302,NA,158,4.5,20,42.87,1.05
"2151",2151,"38.112.60",2020,38,112,40,60,NA,NA,NA,NA,NA,NA,25,0.32567215566015,NA,NA,NA,20,22.56,1.05
"2152",2152,"38.112.80",2020,38,112,60,80,NA,NA,NA,NA,NA,NA,15.5,0.534702865498758,NA,NA,NA,20,37.04,1.05
"2153",2153,"38.112.100",2020,38,112,80,100,NA,NA,NA,NA,NA,NA,10,0.230251368917527,NA,NA,NA,20,15.95,1.05
"2154",2154,"38.113.10",2020,38,113,0,10,7.5,13,7,3.422,NA,NA,53,1.10780501885461,NA,92,5.8,10,38.37,1.05
"2155",2155,"38.113.20",2020,38,113,10,20,7.5,12,8,2.655,NA,NA,32,0.999247633634557,NA,87,4.5,10,34.61,1.05
"2156",2156,"38.113.40",2020,38,113,20,40,7.8,7,4,1.003,NA,NA,19.5,1.07402519419837,NA,50,1.7,20,74.4,1.05
"2157",2157,"38.113.60",2020,38,113,40,60,NA,NA,NA,NA,NA,NA,0,0.0332023917561324,NA,NA,NA,20,2.3,1.05
"2158",2158,"38.113.80",2020,38,113,60,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,1.05
"2159",2159,"38.113.100",2020,38,113,80,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,1.05
"2160",2160,"38.114.10",2020,38,114,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,1.05
"2161",2161,"38.114.20",2020,38,114,10,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,1.05
"2162",2162,"38.114.40",2020,38,114,20,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,1.05
"2163",2163,"38.114.60",2020,38,114,40,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,1.05
"2164",2164,"38.114.80",2020,38,114,60,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,1.05
"2165",2165,"38.114.100",2020,38,114,80,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,1.05
"2166",2166,"39.115.10",2020,39,115,0,10,5.7,54,NA,2.714,NA,NA,72.5,1.26197960318308,NA,95,4.6,10,43.71,1.05
"2167",2167,"39.115.20",2020,39,115,10,20,5.9,21,NA,1.947,NA,NA,45,1.35869961395095,NA,66,3.3,10,47.06,1.05
"2168",2168,"39.115.40",2020,39,115,20,40,6.7,9,NA,1.062,NA,NA,26.5,1.23527333155315,NA,30,1.8,20,85.57,1.05
"2169",2169,"39.115.60",2020,39,115,40,60,7.1,12,NA,1.298,NA,NA,23,0.936451805747959,NA,42,2.2,20,64.87,1.05
"2170",2170,"39.115.80",2020,39,115,60,80,7.1,14,NA,0.885,NA,NA,15,1.49338583790082,NA,56,1.5,20,103.45,1.05
"2171",2171,"39.115.100",2020,39,115,80,100,7.2,12,NA,0.9735,NA,NA,16.5,1.36591752520228,NA,66,1.65,20,94.62,1.05
"2172",2172,"39.116.10",2020,39,116,0,10,6.6,7,NA,3.776,NA,NA,76.5,2.2052162455073,NA,98,6.4,10,76.38,1.05
"2173",2173,"39.116.20",2020,39,116,10,20,6.6,8,NA,3.304,NA,NA,67,1.86222110284395,NA,96,5.6,10,64.5,1.05
"2174",2174,"39.116.40",2020,39,116,20,40,6.9,6,NA,1.593,NA,NA,42.5,1.34267585097299,NA,42,2.7,20,93.01,1.05
"2175",2175,"39.116.60",2020,39,116,40,60,7.4,6,NA,1.062,NA,NA,15.5,1.27222903715998,NA,31,1.8,20,88.13,1.05
"2176",2176,"39.116.80",2020,39,116,60,80,7.9,6,3,0.472,NA,NA,14,1.52124697533097,NA,39,0.8,20,105.38,1.05
"2177",2177,"39.116.100",2020,39,116,80,100,7.7,9,4,0.708,NA,NA,11,1.06305396909634,NA,47,1.2,20,73.64,1.05
"2178",2178,"39.117.10",2020,39,117,0,10,6.5,28,NA,2.95,NA,NA,72,2.04238016767722,NA,82,5,10,70.74,1.05
"2179",2179,"39.117.20",2020,39,117,10,20,6.6,20,NA,2.301,NA,NA,71.5,2.31752694457804,NA,76,3.9,10,80.27,1.05
"2180",2180,"39.117.40",2020,39,117,20,40,7,20,NA,1.18,NA,NA,26.5,1.14418329156133,NA,39,2,20,79.26,1.05
"2181",2181,"39.117.60",2020,39,117,40,60,7.5,14,6,0.708,NA,NA,11.5,1.17781875799254,NA,24,1.2,20,81.59,1.05
"2182",2182,"39.117.80",2020,39,117,60,80,7.9,9,4,0.354,NA,NA,0,1.67657642545966,NA,15,0.6,20,116.14,1.05
"2183",2183,"39.117.100",2020,39,117,80,100,NA,NA,NA,0,NA,NA,3,0.513626564644865,NA,NA,NA,20,35.58,1.05
"2184",2184,"40.118.10",2020,40,118,0,10,7.5,16,8,2.714,NA,NA,54,2.64983957858942,NA,102,4.6,10,91.78,1.05
"2185",2185,"40.118.20",2020,40,118,10,20,7.7,11,5,1.062,NA,NA,15.5,2.95443543339567,NA,103,1.8,10,102.33,1.05
"2186",2186,"40.118.40",2020,40,118,20,40,7.9,3,2.5,0.472,NA,NA,4,1.21405267247423,NA,120,0.8,20,84.1,1.05
"2187",2187,"40.118.60",2020,40,118,40,60,7.7,10,7,0.826,NA,NA,14,1.28507691918735,NA,118,1.4,20,89.02,1.05
"2188",2188,"40.118.80",2020,40,118,60,80,8.1,2,2,0.472,NA,NA,7,1.55213963548667,NA,115,0.8,20,107.52,1.05
"2189",2189,"40.118.100",2020,40,118,80,100,8,3,2,0.413,NA,NA,10,1.0330274582908,NA,109,0.7,20,71.56,1.05
"2190",2190,"40.118i.10",2020,40,1180,0,10,7.6,1,12,2.596,NA,NA,13,1.57148363764025,NA,133,4.4,10,54.43,1.05
"2191",2191,"40.118i.20",2020,40,1180,10,20,7.8,1,6,0.767,NA,NA,0,2.42752791204836,NA,110,1.3,10,84.08,1.05
"2192",2192,"40.118i.40",2020,40,1180,20,40,7.9,3,3,0.531,NA,NA,3.5,0.735360798285818,NA,123,0.9,20,50.94,1.05
"2193",2193,"40.118i.60",2020,40,1180,40,60,NA,NA,NA,0,NA,NA,7.5,0.434662615555281,NA,NA,NA,20,30.11,1.05
"2194",2194,"40.118i.80",2020,40,1180,60,80,8,2,3,0.413,NA,NA,0,0.969076764603985,NA,114,0.7,20,67.13,1.05
"2195",2195,"40.118i.100",2020,40,1180,80,100,7.8,12,15,0.708,NA,NA,8,1.39767633470815,NA,128,1.2,20,96.82,1.05
"2196",2196,"40.119.10",2020,40,119,0,10,7.3,51,NA,5.487,NA,NA,20,1.00357838038536,NA,248,9.3,10,34.76,1.05
"2197",2197,"40.119.20",2020,40,119,10,20,7.5,5,24,2.773,NA,NA,18.5,2.49566499426094,NA,273,4.7,10,86.44,1.05
"2198",2198,"40.119.40",2020,40,119,20,40,7.7,10,10,0.59,NA,NA,0,1.24350175037967,NA,186,1,20,86.14,1.05
"2199",2199,"40.119.60",2020,40,119,40,60,7.8,1,3,0.59,NA,NA,4.5,1.06882829809741,NA,89,1,20,74.04,1.05
"2200",2200,"40.119.80",2020,40,119,60,80,7.8,3,6,0.472,NA,NA,5,0.873655977861361,NA,143,0.8,20,60.52,1.05
"2201",2201,"40.119.100",2020,40,119,80,100,7.9,2,3,0.413,NA,NA,8,0.960270912877358,NA,100,0.7,20,66.52,1.05
"2202",2202,"41.120.10",2020,41,120,0,10,7.1,286,NA,9.204,NA,NA,99,1.40431681305937,NA,231,15.6,10,48.64,1.05
"2203",2203,"41.120.20",2020,41,120,10,20,7,309,NA,6.785,NA,NA,128.5,3.0866675675201,NA,272,11.5,10,106.91,1.05
"2204",2204,"41.120.40",2020,41,120,20,40,7,223,NA,5.9,NA,NA,180.5,0.756148382689658,NA,268,10,20,52.38,1.05
"2205",2205,"41.120.60",2020,41,120,40,60,7,180,NA,3.599,NA,NA,186.5,0.848393288481695,NA,316,6.1,20,58.77,1.05
"2206",2206,"41.120.80",2020,41,120,60,80,6.8,131,NA,3.54,NA,NA,58,1.44704684766726,NA,222,6,20,100.24,1.05
"2207",2207,"41.120.100",2020,41,120,80,100,6.6,139,NA,3.363,NA,NA,38,1.41370009768611,NA,139,5.7,20,97.93,1.05
